# created by LinkChecker at 2023-04-03 20:15:19+002
# Read the documentation at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;base;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=tab&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=tab&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;2376;11;Visualizzazione griglia;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/js/risultatiRicercaScript.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/js/risultatiRicercaScript.js;2327;7;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/faq.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/faq.page;173;10;FAQ;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/news_e_avvisi.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/news_e_avvisi.page;168;10;News e Avvisi;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/tribunali.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/tribunali.page;163;10;Tribunali;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/normativa.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/normativa.page;158;10;Normativa;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/altro.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/altro.page;151;12;Altro;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/aziende.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/aziende.page;146;12;Aziende;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/crediti_valori.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/crediti_valori.page;141;12;Crediti/Valori;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp/it/mobili.page;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp/it/mobili.page;136;12;Mobili;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/img/arrow_top.png;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/img/arrow_top.png;53;3;gotop;-1;-1;0;0;1;
https://maps.googleapis.com/maps/api/js?key=AIzaSyDJehAWu3_QKEtQ980hlokDXnfFsMmB8Ow&libraries=places;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://maps.googleapis.com/maps/api/js?key=AIzaSyDJehAWu3_QKEtQ980hlokDXnfFsMmB8Ow&libraries=places;25;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/jquery/jquery-1.12.3.min.js;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/jquery/jquery-1.12.3.min.js;23;3;;-1;-1;0;0;1;
https://ajax.googleapis.com/ajax/libs/jqueryui/1.8.9/themes/base/jquery-ui.css;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://ajax.googleapis.com/ajax/libs/jqueryui/1.8.9/themes/base/jquery-ui.css;22;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/css/styleEdited.css;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/css/styleEdited.css;21;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-carousel-modal/bootstrap-modal-carousel.min.css;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-carousel-modal/bootstrap-modal-carousel.min.css;20;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-slider/bootstrap-slider.min.css;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/lib/bootstrap-slider/bootstrap-slider.min.css;19;3;;-1;-1;0;0;1;
https://fonts.googleapis.com/css?family=Montserrat:400,700;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://fonts.googleapis.com/css?family=Montserrat:400,700;18;3;;-1;-1;0;0;1;
https://pvp.giustizia.it/pvp-resources/static/css/style.css;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;filtered;;The URL is outside of the domain filter, checked only syntax.;True;https://pvp.giustizia.it/pvp-resources/static/css/style.css;11;3;;-1;-1;0;0;1;
/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=map&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;404 File not found;"Leading or trailing whitespace in URL `
					
				/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=map&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili'.";;False;http://localhost:8001/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=map&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;2392;11;Visualizzazione mappa;-1;469;0.004700660705566406;0;1;
/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;http://localhost:8001/pvp/pvp_genova_20230319224232_00.html;;404 File not found;"Leading or trailing whitespace in URL `
					
				/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili'.";;False;http://localhost:8001/pvp/it/risultati_ricerca.page?localita=Genova&geo=geografica&ordinamento=data_vendita_decre&view=list&frame4_item=14&categoria=&nazione=ITA&elementiPerPagina=50&ordine_localita=a_z&tipo_bene=immobili;2383;11;Visualizzazione lista;-1;469;0.20898914337158203;0;1;
# Stopped checking at 2023-04-03 20:15:21+002 (1 seconds)
